Judul,Label
: Hati-Hati Orang Iseng Tempel Sticker PKI di Belakang Mobil,1
Anak Palestina Ditembak Oleh Tentara Israel Dari Jarak Dekat!,0
: Munculnya Bara Api di Yaman,1
Foto Pemakaman Korban Ledakan Beirut,1
Situs gurubp.com Inilah kerjaan Menteri Ojol Koplak,1
Foto Ribuan Mobil Impor Hangus di Pelabuhan Beirut,1
Foto Wapres Maruf dengan Narasi Lebih suka jaga kursi dari pada agamanya,1
hindari Citos byk karyawannya terpapar covid19. Area citos rawan,1
Actor Javed Haider sells vegetables because there is no work due to the pandemic # COVID19,1
Usia 50 ke Atas Dilarang Masuk Mal Hingga Makan di Kafe pada Fase New Normal,1
Video sebagian pekerjaan pembangunan PLTU Morowali,1
Tuduhan Foto Interior Lab Darurat COVID-19 Labkesda DKI Hasil Mencomot,1
Akibat salah pergaulan Koalisi antara ayam dan doro,1
Coretan Indikasi Maling atau Rampok Mengincar Rumah,1
Peta Sebaran Covid-19 Wilayah Situbondo,1
Foto Presiden Joko Widodo WFH,1
Foto Penampakan Banjir Yang Terjang Kawasan di Ibu Kota Baru Kalimantan,1
Foto Anies Baswedan Membaca Buku PEDOMAN MENATA KATA,1
"Sempat Diinformasikan Gudangnya Terendam Banjir, Tokopedia Nyatakan Tidak Benar",1
Foto Jokowi Pakai Kaos Bertuliskan Aica Aibon,1
"Kecewa Kader NU Tak Di Jadikan Menteri Agama, PBNU Doakan Jokowi Kualat",1
Video Berjudul inalilahiwainairojiun telah meninggal dunia bpk wiranto selamat jln bpk wiranto,1
Video Potongan Kanker Menjauhi Bawang Putih Mendekati Emas,1
Klarifikasi terkait Kabar Petugas KPPS di Way Kanan Lampung Tewas Ditikam karena Melerai Keributan Timses Caleg,0
Video Grace Natalie Ajak Warga Makan Babi Sama-sama,1
Prabowo mengeluarkan kalimat yang merendahkan kaum miskin di Indonesia,1
Kelompok Mahasiswa Cipayung Plus Terima Uang dari BIN untuk Tidak Mengkritisi dan Dukung Jokowi - Maruf Amin,1
KPU Bantah Informasi Yang Menyebut Bahwa Kemarin Adalah Batas Terakhir Pengecekan Daftar Pemilih Pilpres 2019,0
Dorce Bantah Menuding Ratna Sarumpaet sebagai Transgender,0
Ini di Papua Indonesia,1
BEM RI Tegas Akan Hentikan Pencalonan Jokowi di Pilpres 2019,1
Pesan Brimob Akan Sweeping Ojek Online di Wilayah Jakarta Selatan,1
Pelemparan Al-Quran di Mako Brimob,1
Press Statement PT Global Jet Express 25 Oktober 2017,1
Umat Budha di Indonesia Disebut Hanya Diam Melihat Kekerasan Yang Menimpa Suku Rohingya di Myanmar,0
: Tulisan Ustadz Felix Siauw Tentang Habib Rizzieq,1
Ahok Bohong tentang Pengadaan Unit Busway dari Karoseri Lokal,1
GAMBAR ANAK ALLEPO TERLANTAR,1
"4 Bulan Lalu Dihina Presiden Lebanon, Ternyata Turki yang Kirim Bantuan Pertama Kali!",1
"Tak Punya Solusi Soal Honorer, Maruf Amin Guru Maklumi Gaji Kecil Dengan Imbalan Surga",1
Palestina Dihapus oleh Google Dari Peta Dunia,1
Jokowi Korupsi 59 Triliun di Tengah Wabah Corona,1
Surat Edaran Walikota Palembang Soal Virus Corona,1
"49 WN Tiongkok yang Masuk ke Sultra Ternyata Orang Baru, Bukan Pekerja Lama",0
"Bendung Walahar Mau Meluap, Jati Luhur Mau Penuh",1
Saking takutnya dengan virus corona Orang Cina Islam yang sholat arahnya kemana mana,1
Legenda Hello Kitty berasal dari gadis penderita kanker mulut dan Hello Kiity artinya dalam bahasa China adalah Halo Iblis,1
Foto seorang Nenek dipukuli hingga babak belur setelah mencuri jagung karena kelaparan,1
Post Keadaan Yogyakarta Pasca Bentrokan PRPPB,0
Papua kini kibarkan bendera Yahudi Israel,1
zionis Israel menebar VIRUS AIDS di pembalut wanita,1
Kalau kita beli aqua berarti kita menyumbang misionaris Kristen,1
Foto para perempuan Indonesia berhijab sekitar tahun 1700,1
Suhu panas Kuwait melelehkan mobil dan lampu lalulintas,1
Ada Ajakan Aksi Bertajuk PUNCAK AKSI AKBAR TERBESAR *MENUJU KEMENANGAN* PRABOWO SUBIANTO - SANDIAGA UNO,1
Baliho Cinesia Timur Sakti Bertuliskan Bahasa Cina di Bandara Haluoleo Kendari,0
KEPOLISIAN ANGKAT BICARA TERKAIT FOTO KOMPAK PENONTON YANG ACUNGKAN SALAM DUA JARI DI MILLENIAL ROAD SAFETY FESTIVAL,0
"Waspada, indikasi nyata PKI mulai bangkit",1
Memasak Popcorn Dengan Ponsel,1
BMKG: Alat Pendeteksi Tsunami di Selat Sunda Hilang Sejak 2007,0
"WARGA MALANG DIHEBOHKAN SOAL PENEMUAN ALAT KEJUT YANG DIANGGAP BOM, KEPOLISIAN BERI PENJELASAN",0
Kena Gangguan Jiwa Karena Terlalu Banyak Ikut Les,1
WhatsApp: Hari jadi ke-9,1
MCA melakukan Trial check server KPUD Semarang,1
Kementerian Luar Negeri Klarifikasi Tidak Ada Anak-Anak WNI yang Ditahan Australia,0
Sudirman Said Sedang Sembahyang Semoga Tidak di Demo Berjilid-jilid,0
Seorang Pria di Dander Bojonegoro Meninggal Akibat Menggunakan HP,1
"Ngeri, Jembatan Suramadu Saat Diterjang Ombak Besar",1
Impor 5000 Senjata Api Oleh POLRI,1
"Zara Zettira : Semua Pemilik Akses Ke sistem IT KPU, Legal atau Ilegal, Akan Sangat Mempengaruhi Siapa Yang Akan Terpilih Menjadi Presiden RI 2014",1
MINUM DENGAN POSISI BERDIRI BISA TIMBULKAN SAKIT BATU GINJAL,1
Mengapa Kita Menyukai Hoax atau Kabar Bohong?,0
": Ratna Sarumpaet : Kalau Ahok Maju Via Jalur Independen, Saya Rela Menari Bugil di Monas",1
Info Lowongan Kerja Puskesmas Marganada,1
Wearing a mask can cause pleurisy,1
Video Pesepeda Masuk Pantai Indah Kapuk Harus Pakai Paspor,1
Petinju Manny Pacman Bagi-bagi Hadiah Saat Pandemi,1
MetroTV Akui Anies Adalah Presiden RI,1
Foto ada antek china baru niee lagi minta sumbangan katanya APBD DKI lagi sekarat,1
"Akibat Pandemi COVID-19, Keluarga Beberapa Hari Tidak Makan",1
Terjadi Pembegalan di Jalan Bango Cilandak,1
Italia Mengumumkan Penyerahannya,1
"Tanggal 10-12 April, Aktivitas Berhenti Total 3 Hari",1
Gambar Sampul Koran Tempo Gotong Royong Melawan Virus Corona,1
proses beras plastik,1
Iblis ini masuk daftar hitam,1
Penjelasan KPK Terkait Beredarnya Informasi Rekrutmen Palsu,1
Malam ini jam 24:00 BBM naik Tanggal 30 Agustus 2019,1
Rakyat yang sederhana itu melawan sebisanya,1
Dibuang Sajaa,1
#AniesDimana asiik nih nies,1
Tentara merah RRC di pluit jkt,1
Keren kan???... jangan lupa NO.2...,1
Dana Bantuan Pada Buku Tabungan Bodong Untuk Renovasi Rumah Korban Gempa di Lombok,1
Foto-Foto Mahasiswa Dianiaya Polisi yang Tak Diliput Media Saat Ini,1
Omongan Bin Masak Ngak DIperhatikan,1
Pemelintiran Konteks Pidato Prabowo Tentang Rampok Tetanggamu Yang Sedang Kesusahan,1
Pemberlakuan Tilang Elektronik Melalui Pemantauan CCTV oleh Pemerintah Kota Manado per Agustus 2018,1
Video Salat Berbahasa Indonesia,1
"BKSDA Klarifikasi Soal Penampakan Harimau Sumatra di Agam, Sumatra Barat",0
Klarifikasi PT Wijaya Karya Terkait Kabar Ambruknya Proyek Tol Manado-Bitung,0
FOTO E-TICKET DENGAN NAMA RIZIEQ SHIHAB,1
: Penemuan Senjata Kelompok Syiah di Goa Husainiyat,0
Foto Jokowi Sedang di Berkati oleh Pendeta Max Ebe Ministri,1
Stiker Call Center di Mesin ATM Bisa Rekam PIN untuk Kuras Saldo Tabungan,1
Hujan Es di Tol Cipularang,1
Judul Berita Liputan6 Cerita Megawati Pertama Kali Bertemu Pendiri NU,1
Penangkapan Gengster di Jatiwaringin dan Lenteng Agung Disebut Tanpa Peran Polisi,0
"Sri Mulyani Indrawati sedih, Rp400triliun anggaran Kemendikbud Habis Tapi Hasil Tidak Tercapai",1
: Kominfo Blokir 11 Situs Yang Mengandung Unsur Sara,0
: Pemerintah Tidak Melakukan Apa-apa Untuk Mengatasi Bencana Asap Ini,1
Narasi Foto Islam Nusantara Sholat Berlatar Belakang Salib,1
uang kertas kita tahun 1954 ada tulisan Arab,1
Video selasa 2 Juni 2020 Aksi mahasiswa di jakarta tuntut Jokowi turun dari presiden,1
"Dari DR. Ir. Hj. Sri Nurdiati, Dekan FMIPA IPB : Banyak Yang Tidak Tahu: Ini Rahasia Imunitas Tubuh",1
Program Mudik Sehat PSBB 2020 Oleh Big Bird,1
warga dijamu Gubernurnya,1
@call.serviis.homecredit.id dan @homecredir_pusat_bantuan Akun Instagram Official Home Credit,1
Hanya di Indonesia Narapidana Dibebaskan di Tengah Wabah COVID-19,1
Luhut Perintahkan TNI-Polri Tangkap Pemda yang Tutup Bandara,1
Mahasiswa UNY Positif Corona,1
Video Drone berondong rombongan jenderal Quds Iran: Qaseem Soleimani. Ini yg katanya awal dari Perang Dunia Ketiga...,1
"Said Aqil Bernama Asli I Made Wiryawan Saidi, Beragama Hindu dan Berasal dari Lombok",1
Kominfo Bantah Punya Akun di Situs Porno Pornhub,1
Aplikasi DANA Adalah Buatan China Dan Memiliki Nama Asli Alipay,1
Pesan Larangan Kendaraan Plat AD Solo ke Jogja,1
Antara Keparat & Aparat ,1
Cover Majalah Tempo Edisi 16 September 2019 Direvisi,1
"Hoaks, Surat Pendataan Pembangunan Ibu Kota Baru Catut BPPT",1
Foto Kader Perempuan PKS Menggunakan Atribut #2019TAMBAHISTRI,1
Keluarga Gusdur mendukung penuh calon President 01,1
Kemenag Bantah Edaran Surat Guru Madrasah Wajib Melengkapi data,0
Tangkapan Layar Post di Page Antaranews Hasil Suntingan,1
"DIKABARKAN MUNDUR DARI KSP, MOELDOKO BERI KLARIFIKASI",0
Gempa Susulan Di Bali Pada Pukul 00.30 WIB,1
Ratusan Ton Narkoba yang Masuk ke Indonesia untuk Pembiayaan Teroris,1
: Isu-isu Mengenai media Penyebaran HIV/AIDS,0
Pengamat Media Sosial: Tak Ada Hoax yang Positif,0
: Gambar DPO Palsu Bergambar Rizieq Shihab,1
Al Quran Dirobek Saat Sidang Ahok,0
Pegawai Honorer K2 Meninggal Dunia Saat Demo di Istana,1
": Harun Yahya, Salah Satu Pionir Hoax Umat Islam",0
Canada Is Already Free From Covid-19,1
Foto Maruf Amin 5 TAHUN nggak ngapa-ngapain,1
jika wanita sedang HAID maka sekali-kali jangan lakukan 4 hal,1
Anies Sebut Mendungui Warga,1
Video Remaja Ini Terkena Tiktok Syndrome,1
DAPUR TEMPAT MASAK NASI ANJING TERBAKAR,1
PT. HEBAT milik Kaesang anak Jokowi melalui Kemenkop dapat Rp.200 M utk pelatihan UKM,1
China memang bener jahat mengirim baju bundle pakaian bekas di pakai orang Yg sudah mati akibat virus,1
"Efek Kejut Ciri Khas Gubernur, Angka Mayat Di Mark-Up",1
Alcoholic drinks can reduce the risk of infection from a coronavirus novel; COVID-19 ,1
Tes Sederhana Untuk Mengenal Virus Corona Hanya Dalam Sepuluh Detik,1
"Foto Merobek, Membakar Dan Kencingi Al-Quran, Wanita Ini Langsung Mendapat Azab Dari Allah",1
Air Nanas Panas Sembuhkan Kanker,1
"KALAU SAYA MENGUNDURKAN DIRI, EMANG ADA YG SANGGUP MEMBANGUN INDONESIA",1
Warga madura potong tangan pelaku kecurangan yang mencoblos 100 surat suara pemilu 2019,1
ARTIS AGNEZ MO MENINGGAL AKIBAT DIBUNUH,1
Taman Impian Jaya Ancol Bantah Menggratiskan Tiket Masuk Mulai 14 Oktober hingga 6 Bulan Kedepan,0
Beberapa Tokoh Gereja di Bekasi Bantah Buat Perjanjian Bersama dengan Cawalkot Rahmat Effendi,0
"Calon Gubernur Sulawesi Selatan, Nurdin Halid Bertemu dengan Komisioner KPUD secara Diam - diam",1
Prabowo Bantah Ditawari Rp. 15 Triliun untuk Menjadi Cawapres Jokowi,0
Pembangunan Bangunan Kuliah Akademi Komunitas Negeri Tidak Terkait Kepentingan Agama Tertentu,1
Ibadah di Gereja HKBP Filadelfia Bekasi Diganggu Speaker,0
Toyota Kadal Meluncur Bulan April 2018,1
"Tolak Radikalisme, Rizieq Shihab Diusir Raja Salman dari Arab Saudi",1
: Waspada Dokter Palsu PKI tularkan HIV/AIDS Lewat Jarum Suntik,1
PANADOL P-500 ADALAH TISU BASAH YANG DIKERASKAN,1
: Editan Poster Acara Jakgram Yang menunjukan 3 Jari,1
Foto Pembantaian dan Pembakaran Umat Muslim Myanmar karena Tidak Mau Pindah Agama,1
"Demi pencitraan, shaf sholat di Padang dimundurkan",1
Jokowi Hendak Minta Maaf kepada PKI/Keluarga PKI,1
"Bendera ISRAEL di Burj Khalifa Dubai, United Arab Emirates ",1
Lelang Online oleh PT Pegadaian,1
Paus Jenis Nun Terdampar di Pantai Nunhila,1
Megawati Anak Pungut Soekarno,1
Survei Masyarakat untuk Publikasi Data BNPT,1
"Artikel #MakzulkanJKWBubarkanPDIP Trending, RUU HIP Dituding Ide Megawati",1
Gubernur Kalbar memakai sepatu di dalam masjid,1
Seorang Pesepeda Meninggal Di Monas Akibat Kehabisan Oksigen Karena Memakai Masker,1
SMKN 12 Jakut Tidak Memasang Foto Presiden Jokowi,1
Pilkada 2020 Sumenep Siap Digelar,1
Beberapa Negara Membuang Jenazah Pasien Covid-19 Ke Laut,1
"Jokowi: Sengaja Saya Bedakan Mudik & Pulang Kampung, untuk Mengelabui Virus Corona",1
"Pesan Berantai Cipularang longsor lagi, di km.118, Kanan kiri jalan, jalan terancam putus bila longsoran lanjut",1
Video pasien kabur ditangkap security,1
"Muncul Isu Seputar Penculikan Anak, Kepolisian Sidoarjo Paastikan Tidak Benar",1
"Mahfud MD: Jika Tidak Ada Yang Jemput Guru Saya, Biar Saya Saja Yang Jemput HRS",1
Foto pelaku penusukan Wiranto adalah dukun pribadinya Jokowi,1
Tiga Bank BUMN Tidak Suntikkan Modal Ke Bank Muamalat,0
Foto Proses Produksi Mobil Esemka,1
visa bebas dijadikan sarana rakyat China datang ke Indonesia cari pekerjaan,1
"Klarifikasi dari Dinkes terkait Informasi Ramuan Minyak Tanah yang Bisa Mengobati Penyakit Asam Urat, Kolesterol, dan Tekanan Darah Tinggi",0
Saksi Prabowo-Sandi di PPK Amalatu Mati Ditebas Lehernya Sampai Putus,1
Segerombolan WNA Cina Berseragam Tentara dan Bersenjata di Kalimantan Utara,1
Atau ini bukti kecintaannya terhadap NKRI harga mati?,1
Selain itu juga ada kolom agama di kosongkan,1
ALAT BANTU PAK DE CANGGIH,1
Panglima TNI salam dua jari biarkan cebong bunuh diri,1
Aplikasi Game Talking Angela Berbahaya Khususnya Untuk Anak-Anak,1
Bangkai KM Sinar Bangun Ditemukan,1
Apa Ini yang Disebut NKRI Harga Mati?,1
HEINEKEN BAGI BAGI BIR GRATIS,1
"KK dan NIK Anda Bisa Dipakai Orang Lain, Waspadalah!",1
"Tidak Tahu Malu,Anies Baswedan Claim Kemegahan Baru Stadion Gelora Bung Karno Karena Idenya",0
: Dimana TNI dan POLRI dalam Isu Komunisme atau PKI ?,0
Membumikan Bikini di Tempat Umum dengan Selfie,0
"RS Gatot Subroto Jkt, sdh mulai ada pengobatan tumor ganas/ kanker CELL CURE",1
AWAN HITAM MENYEDOT AIR LAUT,0
: Ustadz AA Gym Pimpin Ribuan Umat Bela Islam Se Jawa Barat Pada 30 November ke Jakarta,0
Foto seorang adik menyuapi kakaknya dalam kondisi menyedihkan,1
Kambing Melahirkan Anak Babi,1
Virus Baru bernama SFTS dari China,1
Foto Megawati Potong Tumpeng Di Atas Meja Berlogo PKI,1
Warga Jombang Jadi Korban Modus Penipuan Ilmu Gendam,1
Foto wafat beberapa minggu yg lalu seorang penulis wanita dari Kuwait Nadiah al Jar rahimahallah,1
"Corona Merebak, Gibran Salahkan Rakyat Tak Patuhi Aturan Pemerintah",1
Azan Dapat Melemahkan Virus Corona,1
Jokowi anak kandung dari SULAMI,1
Video Serangan ratusan roket dan rudal Iran ke Basis Militer Amerika Serikat,1
PLN Bantah Meminta Uang untuk Pemasangan Tutup Pengaman Box KWH Meteran Listrik,1
Bawang Merah Mampu Tangkal Racun Ular Kobra,1
Perangkat anti pengenalan wajah demonstran Hong Kong,1
Video Pa jokowi nyawer ni all,1
ternyata si adik kecil ini sudah meninggal,1
"RUSIA saja sampai meminta ilmu strategi perang kepada saya, kenapa orang INDONESIA malah meragukan saya",1
"Dieffebachia , Tanaman hias yang beracun",1
Indonesia mengirimkan perwakilan LGBT/GAY ke festival LGBT Paris,1
Video Citilink Terbangkan Satu Penumpang Dari Kertajati Ke Surabaya,1
Video Wahana Ekstrim Gyro Drop Lempar Dan Memutar Pengguna di Ketinggian,1
"Harga Tiket Kereta JKT-SBY Dijual hingga Rp 1,5 Juta",1
Indochina di Foto Kontainer Southern Hauliers,0
Inilah korban yang terkena MUSIBAH gempar di palu,1
PLTU Paiton Meledak,1
"Pembegalan di Simpang Sei Sikambing, Medan",1
Tawaran Kartu Kredit Plafon 28 Juta Rupiah dari Bank Mandiri,1
Artificial Clouds Generation System |  Artificial Clouds Generation System,1
Foto Penerima Hadiah Sepeda di Acara Penyerahan Sertifikat Tanah Gratis di Sukabumi,1
NYALAKAN AC TANPA BUKA KACA SAAT PERTAMA MASUK MOBIL BISA SEBABKAN KANKER,1
Rombongan Presiden Jokowi Kecelakaan di Sumatera Barat,0
Pesan Berantai Aksi Tawuran Pelajar Selama 2 Bulan di Kota Bogor,1
"Pasangan di Tangerang Ditelanjangi Warga, Polisi: Mereka Tidak Mesum",1
"Marak Hoax, Pemerintah Didesak Terapkan Kurikulum Digital",0
Indonesia di Tengah Pusaran Arus Informasi,0
Surat Edaran Kemensos Untuk Ikut Aksi 412,1
Tips Bermedia Sosial Sehat Ala Ahmad Mustofa Bari,0
: Kicauan Grab di Tweeter Yang Mendukung Ahok,0
BBC News Menggunakan Foto Irak untuk Menggambarkan Pembantaian Suriah,0
Video pesawat jatuh di Tol Banyumanik,1
Video DETIK DETIK MARUF AMIN MUNDUR & DIGANTI DENGAN PRABOWO SEBAGAI WAKIL PRESIDEN DAMPINGI JOKOWI,1
Foto Habib Rizieq dan Firza Husein,1
Pesan Berantai Ulang Tahun Whatsapp ke-11 Gratis Kuota 35 GB,1
Hanya ada satu Dekan di satu perguruan tinggi,1
Video Cina RRC menyusup masuk melalui Bandara Banyuwangi. Ketahuan dan ditangkap,1
Diganggu Preman ??? Ini no pemburu preman :,1
Aplikasi Body Temperature Diary bisa mengukur suhu tubuh kita sendiri tanpa harus beli alat test,1
Foto Di Tengah Pemerintah Sibuk Melawan Corona Anies Sibuk Main Bola Dengan Anaknya,1
Jokowi Keluarkan Kartu Corona Indonesia Sehat,1
Corona Jihad: Seorang Pedagang Sengaja Meludahi Bungkus Makanan,1
Mujahid Bangladesh siap Bela Muslim India #BelaMuslimIndia / Nasib Muslim India,1
Surat Perintah BNPB Terkait Normalisasi Sungai di Sulawesi Tenggara,1
"Foto Tak Diliput Media, Begini Kondisi Anies Saat Tangani Banjir Jakarta",1
Foto Truk Bermuatan Rudal Di Jalan Tol,1
Hati-Hati Daging Manusia Impor dari China,1
"Aplikasi Program War Room TKN, Bisa Mengubah Data",1
Pesan berantai Teresia Fidalgo,1
"HRS Akan Kerahkan People Power, POLRI: Kami Siap Tembak Mati Perusuh NKRI Sekalipun Itu Cucu Nabi",1
GP Ansor Kota Pekalongan Mengajak Jangan Pilih Caleg Nonmuslim di Dapil X Jateng,1
Jadi yang Antek Jongos dan Budak Asing itu siapa?,1
"KEKEJAMAN DI UIGHUR, MEREKA DISIKSA DAN DIAMBIL ORGAN TUBUHNYA DENGAN PAKSA",1
Hakimnya pakai dukun cina,1
Klaim mengabarkan gempa besar sebelum terjadi,1
Dukung UAS Jadi Ketum PBNU,1
Seorang Bayi yang Baru Berusia 12 Hari Meninggal Dunia Terpanggang Dalam Inkubator,1
"TIANG GIRDER PROYEK BECAKAYU AMBRUK, WASKITA KARYA BERI PENJELASAN",1
Bahaya Buah Durian Mengandung Kolesterol Tinggi,0
"Pria Ini Siram Karpet Masjid Dengan Air Kencing, Diduga Stres Akibat Himpitan Ekonomi",1
Surat Edaran Kontroversial di Tangerang yang Viral Akhirnya Dicabut,1
Informasi Tentang Jembatan Peudada di Aceh Ambruk,1
Orang Tua Berkelahi di Lippo Mall,0
Admin Grup Whatsapp Dihukum Penjara,0
Ahok Diminta Menjadi Walikota Berlin,1
MARAK PENCULIKAN ANAK KECIL DENGAN PELAKU SADIS DAN KEJI,1
Mengkonsumsi Sayap dan Ceker Ayam yang Disuntik Hormon Dapat Menyebabkan Kanker,1
Poster Acara Parade Kebudayaan Untuk Dukung Ahok,1
Foto Sri Mulyani Berjilbab Kode pilkada sudah dekat Atau tagihan sudah jatuh tempo,1
Video Kembang api Olimpiade ditampilkan pada saat ini karena Olimpiade Tokyo ditunda karena covid-19,1
Corona is a hoax,1
Burhanuddin Muhtadi Disebut Dapat Rp450 Miliar untuk Menangkan Jokowi,1
Raja Salman telah meninggal dan terindikasikan keracunan kopi,1
500 TKA dari China untuk sebagian pekerjaan proyek di PLTU Morowali,1
"Jika TKA China ditolak Masuk Ke Indonesia, Internet Indonesia Akan diblokir",1
Akun Media Sosial Erick Thohir For President 2024,1
Larangan Keluar Rumah Karena Puncak Penyebaran Virus Corona,1
extremist act against the minority people Video,1
"Penculikan anak remaja, diambil organnya & mayatnya setelah dijahit dibuang kekali depan Season City",1
"Orng kaya di Wuhan mulai stress, mereka menghamburkan uang",1
Bahaya Bertelepon di Dapur Saat Kompor Menyala,1
Johnny G Plate Menteri Kominfo Beri Gebrakan Gratis Telepon,1
"Menag: Allah Bukan Dari Arab, Jadi Kalau Berdoa Di Masjid Pakai Bahasa Indonesia Saja",1
Makanan Kaleng Produksi Thailand Bisa Tularkan HIVKembali,1
Hari ini Goobernur Anis menunjukkan bukti otentik ke panitera Mahkamah Internasional,1
Kebijakan Peniadaan Pendidikan Agama di Sekolah,1
Tukang kungfu diajak ke MK oleh Cukong 01,1
J.S Prabowo : Pesawat yang ditumpangi Prabowo aborted take off karena saat akan take off diujung runway melintas 3 jet tempur,1
mengintimidasi ASN bawahannya,1
salam 2 jari kubu Capres-Cawapres 02 mirip salam Dua jari LGBT China,1
Ada Beberapa Tempat Menginap Gratis untuk Peserta Reuni Alumni 212,1
STNK mati 2 tahun kendaraan jadi bodong,1
Sophia Latjuba Bantah jadi Anggota Jurkam Jokowi - Maruf,0
Pertamina dan Pemerintah Kalrifikasi Isu BBM Naik Malam Ini,0
"Himbauan Ulama, Habaib, Kiyai, Pimpinan Pondok Pesantren Seluruh Indonesia Untuk Tidak Memilih Jokowi Presiden 2019",1
"BABINSA DIISUKAN TERLIBAT HOAX PENYERANGAN ULAMA, KODAM III BERI PENJELASAN",1
Merawat Pesan Toleransi dari Gus Dur,0
Mafindo Chapter Depok adakan Sosialisasi Anti Hoax,0
Tidak Terima Dipecat Yansen Binti Ungkap Pembakaran Sekolah Perintah Prabowo ,1
: Bahaya Sinar Kosmik yang Melewati Bumi Malam Hari,1
Lowongan Pekerjaan di PT Badak LNG,1
Lowongan Kerja PT. Badak LNG,1
GUDANG SENJATA ISRAEL MELEDAK,1
RATUSAN TUBUH ANAK KECIL DIDALAM MOBIL VAN DI THAILAND,1
Menteri Energi Jepang Membungkuk Selama 20 Menit sebagai Bentuk Permintaan Maaf,1
Suspect Corona Yang Melarikan Diri Dari RS Persahabatan Merupakan Driver Ojek Online,1
Jokowi Nyatakan Indonesia Di-Lockdown,1
Profesor Chen Horin mengatakan Lemon panas dapat membunuh sel kanker,1
Warga Cina Lempar Kucing dan Anjingnya dari Apartemen karena Hoaks Kucing dan Anjing Menularkan Virus Corona,0
Surat Ajakan Debat Terbuka Yang Diadakan Pengurus Cabang Muhammadiyah Jember,1
Shoppe Bantah Umumkan Pemenang Jutawan Shoppe,1
"Muncul Isu Penculikan Di Purbalingga, Pihak Kepolisian Nyatakan Tidak Benar",1
Moeldoko: Pendukung Prabowo yg tidak mau mengakui kemengan Jokowi harus di tangkap,1
Ketua KPUD Bekasi Meninggal Dunia,1
SESAR BATUI DAN BALANTAK PICU GEMPA DAN TSUNAMI,1
berSATU untuk nomor SATU,1
Ketua KPU Adalah Saudara Kandung Soe Hok Gie,1
Indonesia Baru Mengetahuinya,1
Golden Fireworm,1
KEPULANGAN TIMNAS BRASIL DISAMBUT LEMPARAN BATU DAN TELUR DARI PENGGEMAR,1
Syndrome Juling,1
KH Asep Saifuddin Chalim Bantah Sebut Orang yang Menyarankan Memilih Gus Ipul Telah Berkhianat,0
Pemerintah Jokowi Harus Hati2 Lanjutkan Proyek Kereta Cepat Pasca Putusan Pengadilan Tiongkok,1
"Ketum PAN, Zulkifli Hasan Sebut Habib Rizieq sebagai Tokoh Ulama Penggadai Agama",1
MICHAEL ESSIEN GABUNG PERSEBAYA SURABAYA,1
SARI ROTI BERUBAH NAMA MENJADI GARMELIA,1
#PleaseSaveBurma oleh @1st_Allah,1
"Kristenisasi di Rusun di DKI, dan Mencantumkan Video Anak-Anak Berjilbab Yang Sedang Menyanyikan Lagu Rohani Nasrani",1
Isu Perbedaan Surat Al Hujurat 8 pada Al Quran Sumbangan Kerajaan Arab,0
"Foto 1 Agustus 2020, jutaan warga Jerman turun ke jalan menolak kemerdekaannya dirampas dengan dalih virus sepele.",1
Foto Presiden Jokowi Bersama Pelawak di Istana Negara Dikaitkan dengan Covid-19,1
Fanpage Facebook Bantuan Samsung Pendidikan Adakan Program Bantuan Pendidikan,1
Akhirnya Bocor Juga Bapaknya Jokowi Yang Asli,1
Foto A letter From Golkar Island !,1
"Di Italia, ketika gereja dibuka kembali, hampir semua jemaatnya sudah meninggal karena COVID",1
Kompensasi Listrik oleh PLN Karena Work From Home,1
"Luhut: Jokowi Sholat Jumat Sampai 4 Rakaat, Prabowo Kalah Jauh",1
"Gambar perempuan berjilbab syari. Tulisannya, wife and doughter of Panglima Polim.",1
"Pemilu Belum Dilaksanakan, Tapi Sudah Tau Menang",1
Calon PNS Diminta Siapkan Uang Sebesar Rp750.000,1
"Disebut Alami Kebocoran Pipa, PDAM Bandarmasih Nyatakan Tidak Benar",1
Kejadian kapal fery makassar ke selayar tenggelam jam 2 siang hari ini,1
Pentingnya Membaca Seluruh Isi Berita Bukan Hanya Judul Beritanya,0
hadiah Cek Tunai Rp.75.000.000 WhatsApp,1
Demo di Hongkong karena menolak campur tangan fihak Negara China Komunis,1
HASIL PENYADAPAN MABES POLRI tentang RENCANA DENSUS 88 UTK MELAKUKAN PENANGKAPAN PERWIRA TNI AKTIF,1
Sinyal Internet Untuk Di Berhentikan Di Seluruh Indonesia,1
PESAN AJAKAN KONVOI RESMI AREMA,1
PKS Ajak Dukung Poligami Melalui Website dukungpoligami.com,1
PWNU JAWA TIMUR SIAP MENANGKAN PRABOWO SANDI,1
"Tercyduk di Mall, Istri Sandi Langsung Kosongkan Tas Seharga 70 Juta",1
PERKELAHIAN DEBT COLLECTOR VS WARGA DI WIYUNG SURABAYA,1
Pihak Keluarga Almarhumah Siswi SMPN 2 Semen Bantah SA Meninggal dalam Kondisi Telinga Berdarah dan HP Berantakan di Lantai,0
Racun Vaksin apa yg kalian tebarkan,1
Novotel Semarang Adalah Saksi Bisu Permainan **** Sudirman Said & Ida Fauziyah,1
"Seperti kata Cak Lontong; Warga Jateng, pilih nomor 2...",1
Klarifikasi Pemerintah Provinsi Aceh Terkait Isu Penerapan Hukuman Pancung atau Qisas,0
Video Planet Nibiru | Video of Planet Nibiru,1
Manfaat Air Hangat ,0
